term,sense,sentence,class,confidence,pred_labels,replace_words,target_words
oppose,oppose#v#2,The senator said he would oppose the bill,literal,0.9,metaphorical,['state'],['said']
oppose,oppose#v#6,The board opposed his motion,literal,0.9,metaphorical,['counterweight'],['opposed']
ordain,ordain#v#1,The King ordained the persecution and expulsion of the Jews.,literal,1.0,metaphorical,['order'],['ordained']
ordain,ordain#v#2,He was ordained in the Church.,literal,1.0,metaphorical,['order'],['ordained']
ordain,ordain#v#3,The minister was ordained only last month.,literal,0.9565,metaphorical,['order'],['ordained']
orient,orient#v#2,We had to orient ourselves in the forest,literal,0.8,metaphorical,['stem'],['orient']
orient,orient#v#4,The dean of students tries to orient the freshmen,literal,0.8,metaphorical,['control'],['tries']
orient,orient#v#5,a magazine oriented towards young people,literal,0.6,metaphorical,['guide'],['oriented']
paint,paint#v#1,he painted all day in the garden,literal,1.0,metaphorical,['grain'],['painted']
paint,paint#v#2,We painted the rooms yellow,literal,1.0,metaphorical,['shade'],['painted']
paint,paint#v#3,He painted his mistress many times,literal,0.8,literal,['paint'],['painted']
paste,paste#v#1,paste the sign on the wall,literal,1.0,literal,['glue'],['paste']
paste,paste#v#2,He pasted his opponent,metaphorical,0.7,metaphorical,['paste'],['pasted']
paste,paste#v#3,paste the wall with burlap,literal,0.8,literal,['glue'],['paste']
penetrate,penetrate#v#1,The bullet penetrated her chest.,literal,1.0,metaphorical,['bottom'],['penetrated']
penetrate,penetrate#v#5,The hikers did not manage to penetrate the dense forest.,literal,0.619,metaphorical,['touch'],['manage']
perturb,perturb#v#1,She was rather perturbed by the news that her father was seriously ill,literal,0.9,metaphorical,['trouble'],['perturbed']
perturb,perturb#v#2,The electrons were perturbed by the passing ion,metaphorical,0.5,metaphorical,['disquiet'],['perturbed']
perturb,perturb#v#3,The orbits of these stars were perturbed by the passings of a comet,metaphorical,0.5,metaphorical,['disquiet'],['perturbed']
perturb,perturb#v#4,Fundamental Islamicists threaten to perturb the social order in Algeria and Egypt,metaphorical,0.6,literal,['menace'],['threaten']
piece,piece#v#3,"piece the broken pieces of thread, slivers, and rovings",literal,0.9,metaphorical,['cutting'],['piece']
piece,piece#v#4,He pieced at the sandwich all morning,metaphorical,0.5,metaphorical,['tack'],['pieced']
piece,piece#v#5,She pieced the china cup,literal,0.9,metaphorical,['patch'],['pieced']
pierce,pierce#v#2,The cold pierced her bones.,metaphorical,0.9,literal,['bite'],['pierced']
pierce,pierce#v#3,The scream pierced the night.,metaphorical,1.0,literal,['stick'],['pierced']
pierce,pierce#v#5,The needle pierced her flesh.,literal,1.0,literal,['bite'],['pierced']
pin,pin#v#1,The child was pinned under the fallen tree,literal,0.8,literal,['trap'],['pinned']
pin,pin#v#2,pin the needle to the shirt,literal,1.0,literal,['pin'],['pin']
pin,pin#v#3,pin down the butterfly,literal,1.0,literal,['stick'],['pin']
ping,ping#v#4,I'll ping my accountant--April 15 is nearing,metaphorical,0.5,misc,[''],"[""'ll""]"
ping,ping#v#5,ping your machine in the office,literal,0.6,literal,['pink'],['ping']
plaster,plaster#v#2,The demonstrators plastered the hallways with posters,literal,0.7,metaphorical,['stiff'],['plastered']
plaster,plaster#v#3,She plastered warnings all over the wall,literal,0.8,literal,['mud'],['plastered']
plaster,plaster#v#4,plaster the broken arm,literal,0.8,literal,['mud'],['plaster']
plead,plead#v#1,I pleaded with him to stop.,literal,0.8,metaphorical,['beg'],['pleaded']
plead,plead#v#2,She was pleading insanity.,literal,0.7,literal,['complaint'],['pleading']
plead,plead#v#3,She pleaded not guilty.,literal,0.9,literal,['plead'],['pleaded']
please,please#v#1,These colors please the senses,literal,0.7,literal,['delight'],['please']
please,please#v#2,he could do many things if he pleased,literal,0.6,misc,[''],['could']
please,please#v#3,The waiters around her aim to please,literal,0.7,literal,['delight'],['please']
pledge,pledge#v#1,I pledge that I will honor my wife,literal,0.8,literal,['vow'],['pledge']
pledge,pledge#v#2,I pledged $10 a month to my favorite radio station,literal,0.9,metaphorical,['toast'],['pledged']
pledge,pledge#v#5,I was pledged to silence,literal,0.6,metaphorical,['vow'],['pledged']
plunge,plunge#v#2,the stock market plunged,literal,0.6,literal,['dip'],['plunged']
plunge,plunge#v#3,She plunged at it eagerly,literal,0.6,metaphorical,['dive'],['plunged']
plunge,plunge#v#5,The professor plunged his students into the study of the Italian text,metaphorical,0.7,metaphorical,['chute'],['plunged']
plunge,plunge#v#6,It plunged to the bottom of the well,literal,0.9,metaphorical,['steep'],['plunged']
poison,poison#v#1,poison someone's mind,metaphorical,0.8,literal,['poison'],['poison']
poison,poison#v#2,She poisoned her husband,literal,1.0,literal,['poison'],['poisoned']
poison,poison#v#3,Her husband poisoned her drink in order to kill her,literal,1.0,literal,['poison'],['poisoned']
poison,poison#v#4,This mushrooms can poison,literal,1.0,metaphorical,['stool'],['can']
poison,poison#v#5,She poisoned her husband but he did not die,literal,1.0,literal,['poison'],['poisoned']
port,port#v#2,the captain ported the ship at night,literal,0.8,metaphorical,['port'],['ported']
port,port#v#3,The ship finally ported,literal,1.0,metaphorical,['port'],['ported']
port,port#v#4,The big ship was slowly porting,literal,1.0,metaphorical,['port'],['porting']
port,port#v#5,The small canoe could be ported easily,literal,1.0,misc,[''],['could']
port,port#v#7,We were porting all in the club after dinner,metaphorical,0.5,metaphorical,['port'],['porting']
portray,portray#v#1,The book portrays the actor as a selfish person,literal,0.7,literal,['portray'],['portrays']
portray,portray#v#2,"Goya wanted to portray his mistress, the Duchess of Alba",literal,0.8,metaphorical,['envy'],['wanted']
portray,portray#v#4,The father is portrayed as a good-looking man in this painting,literal,0.8,literal,['pictured'],['portrayed']
pose,pose#v#1,This poses an interesting question,metaphorical,0.6,metaphorical,['riddle'],['poses']
pose,pose#v#2,We don't know the woman who posed for Leonardo so often,literal,0.9,metaphorical,['love'],['know']
pose,pose#v#3,She posed as the Czar's daughter,literal,0.8,metaphorical,['coffin'],['posed']
pound,pound#v#1,the salesman pounded the door knocker,literal,0.9,metaphorical,['flap'],['pounded']
pound,pound#v#5,The locks pound the water of the canal,metaphorical,0.5,metaphorical,['flap'],['pound']
pound,pound#v#6,The prisoners are safely pounded,metaphorical,0.6,literal,['ram'],['pounded']
pound,pound#v#7,pound the cows so they don't stray,literal,0.6,metaphorical,['ram'],['pound']
pound,pound#v#8,pound the roots with a heavy flat stone,literal,1.0,literal,['hammer'],['pound']
pour,pour#v#1,They poured water over the floor.,literal,0.9,metaphorical,['stream'],['poured']
pour,pour#v#2,People were pouring out of the theater.,metaphorical,0.7391,metaphorical,['sheet'],['pouring']
pour,pour#v#4,Water poured all over the floor.,literal,1.0,metaphorical,['stream'],['poured']
pour,pour#v#5,We poured money into the education of our children.,metaphorical,1.0,metaphorical,['stream'],['poured']
pour,pour#v#6,Put on your rain coat -- it's pouring outside!,metaphorical,0.5,metaphorical,['pillow'],['Put']
precede,precede#v#1,Stone tools precede bronze tools,literal,0.7,metaphorical,['premise'],['precede']
precede,precede#v#2,Most English adjectives precede the noun they modify,literal,0.9,metaphorical,['preamble'],['precede']
precede,precede#v#3,Bill preceded John in the long line of Susan's husbands,literal,0.8,metaphorical,['premise'],['preceded']
precede,precede#v#5,She always precedes her lectures with a joke,literal,0.6,metaphorical,['premise'],['precedes']
precipitate,precipitate#v#1,The crisis precipitated by Russia's revolution,metaphorical,0.6,metaphorical,['fall'],['precipitated']
precipitate,precipitate#v#4,Our economy precipitated into complete ruin,metaphorical,0.5,metaphorical,['rain'],['precipitated']
precipitate,precipitate#v#5,The bridge broke and precipitated the train into the river below,metaphorical,0.5,metaphorical,['ladder'],['broke']
predicate,predicate#v#1,The predicate `dog' is predicated of the subject `Fido' in the sentence `Fido is a dog',literal,0.8,metaphorical,['predicate'],['predicated']
predicate,predicate#v#2,The speech predicated the fitness of the candidate to be President,literal,0.8,metaphorical,['predicate'],['predicated']
predicate,predicate#v#3,solving the problem is predicated on understanding it well,literal,0.8,metaphorical,['clear'],['solving']
preserve,preserve#v#1,preserve the peace in the family,metaphorical,0.5,literal,['continue'],['preserve']
preserve,preserve#v#2,We preserve these archeological findings,literal,0.8,metaphorical,['cure'],['preserve']
preserve,preserve#v#6,preserve the forest and the lakes,literal,0.8,metaphorical,['salt'],['preserve']
prick,prick#v#1,The nurse pricked my finger to get a small blood sample,literal,1.0,metaphorical,['bite'],['pricked']
prick,prick#v#2,The needle pricked his skin,literal,1.0,metaphorical,['needle'],['pricked']
prick,prick#v#3,The dog pricked up his ears,literal,0.7,metaphorical,['bite'],['pricked']
prick,prick#v#6,The thought of her unhappiness pricked his conscience,metaphorical,0.7,metaphorical,['bite'],['pricked']
process,process#v#3,The results of the elections were still being processed when he gave his acceptance speech,literal,0.9,metaphorical,['action'],['processed']
process,process#v#4,He was warned that the district attorney would process him,metaphorical,0.5,metaphorical,['caution'],['warned']
process,process#v#5,They processed into the dining room,literal,0.8,literal,['wash'],['processed']
process,process#v#7,He was processed by the sheriff,literal,0.7,metaphorical,['action'],['processed']
produce,produce#v#1,The tree would not produce fruit,literal,0.9,misc,[''],['would']
produce,produce#v#2,We produce more cars than we can sell,literal,0.8,metaphorical,['output'],['produce']
produce,produce#v#3,This procedure produces a curious effect,literal,0.9,metaphorical,['proof'],['produces']
produce,produce#v#4,The proud father produced many pictures of his baby,literal,0.7,metaphorical,['elaborate'],['produced']
produce,produce#v#5,The Bordeaux region produces great red wines,literal,0.8,metaphorical,['leaf'],['produces']
profess,profess#v#1,She professes organic chemistry,literal,0.8,literal,['confess'],['professes']
profess,profess#v#2,The terrorists professed allegiance to their country,literal,0.8,metaphorical,['concede'],['professed']
profess,profess#v#4,The teacher professed that he was not generous when it came to giving good grades,literal,0.8,literal,['confess'],['professed']
profess,profess#v#6,she professed herself as a nun,literal,0.7,literal,['confess'],['professed']
profess,profess#v#7,He professed innocence but later admitted his guilt,literal,0.9,literal,['confess'],['professed']
propagate,propagate#v#1,The genes propagate these characteristics to the offspring.,literal,0.8,literal,['diffuse'],['propagate']
propagate,propagate#v#2,Sound and light propagate in this medium.,literal,0.6,literal,['diffuse'],['propagate']
propagate,propagate#v#3,Sound or light can be propagated through air.,literal,0.6,metaphorical,['stool'],['can']
propagate,propagate#v#5,This great civilization was propagated throughout the land.,literal,0.7,metaphorical,['sow'],['propagated']
provide,provide#v#1,We provided the room with an electrical heater,literal,1.0,metaphorical,['pump'],['provided']
provide,provide#v#2,The hostess provided lunch for all the guests,literal,0.9,metaphorical,['uniform'],['provided']
provide,provide#v#3,The will provides that each child should receive half of the money,literal,0.8,literal,['will'],['will']
